gender,trm_code,department,delivery,course_title,ath_team_member,grade,hours_attempted,hours_earned,career_gpa,sum,average_creditsper_year,course_count
1,6,0,3,364,1,6,3,3,3.81,146,36.5,61
1,6,9,3,375,1,4,3,3,3.81,146,36.5,61
1,6,9,3,368,1,4,3,3,3.81,146,36.5,61
1,6,9,3,246,1,5,3,3,3.81,146,36.5,61
1,6,9,3,63,1,15,0,0,3.81,146,36.5,61
1,5,7,0,138,1,0,3,3,3.95,151,37.75,73
1,5,13,0,628,1,0,2,2,3.95,151,37.75,73
1,5,14,0,74,1,15,0,0,3.95,151,37.75,73
1,5,23,0,576,1,2,3,3,3.95,151,37.75,73
1,5,36,0,252,1,0,3,3,3.95,151,37.75,73
1,5,64,0,144,1,0,3,3,3.95,151,37.75,73
1,0,7,0,138,1,2,3,3,3.95,151,37.75,73
1,0,14,0,74,1,15,0,0,3.95,151,37.75,73
1,0,15,0,277,1,0,3,3,3.95,151,37.75,73
1,0,23,0,630,1,0,3,3,3.95,151,37.75,73
1,0,28,3,176,1,15,1,1,3.95,151,37.75,73
1,0,35,0,231,1,0,3,3,3.95,151,37.75,73
1,0,53,0,613,1,0,1,1,3.95,151,37.75,73
1,0,64,0,144,1,0,3,3,3.95,151,37.75,73
1,5,14,0,74,1,15,0,0,3.95,151,37.75,73
1,5,14,0,24,1,0,2,2,3.95,151,37.75,73
1,5,23,0,572,1,0,3,3,3.95,151,37.75,73
1,5,31,0,573,1,0,1,1,3.95,151,37.75,73
1,5,35,0,223,1,0,3,3,3.95,151,37.75,73
1,5,36,0,137,1,0,3,3,3.95,151,37.75,73
1,5,53,0,615,1,0,1,1,3.95,151,37.75,73
1,5,55,0,152,1,0,3,3,3.95,151,37.75,73
1,6,23,0,561,1,0,3,3,3.95,151,37.75,73
1,6,23,0,555,1,0,3,3,3.95,151,37.75,73
1,0,8,3,310,1,0,2,2,3.95,151,37.75,73
1,0,14,0,74,1,15,0,0,3.95,151,37.75,73
1,0,23,0,575,1,0,3,3,3.95,151,37.75,73
1,0,23,0,401,1,0,3,3,3.95,151,37.75,73
1,0,25,0,145,1,0,3,3,3.95,151,37.75,73
1,0,53,0,613,1,0,1,1,3.95,151,37.75,73
1,0,61,0,313,1,5,3,3,3.95,151,37.75,73
1,5,14,0,74,1,15,0,0,3.95,151,37.75,73
1,5,15,0,5,1,0,3,3,3.95,151,37.75,73
1,5,23,0,82,1,0,3,3,3.95,151,37.75,73
1,5,23,0,526,1,15,1,1,3.95,151,37.75,73
1,5,53,0,615,1,0,1,1,3.95,151,37.75,73
1,5,59,0,196,1,0,3,3,3.95,151,37.75,73
1,5,64,0,114,1,0,3,3,3.95,151,37.75,73
1,0,6,0,462,1,0,3,3,3.95,151,37.75,73
1,0,6,0,463,1,0,1,1,3.95,151,37.75,73
1,0,14,0,74,1,15,0,0,3.95,151,37.75,73
1,0,23,0,388,1,0,3,3,3.95,151,37.75,73
1,0,53,0,613,1,0,1,1,3.95,151,37.75,73
1,0,59,0,244,1,0,3,3,3.95,151,37.75,73
1,0,59,0,1,1,2,3,3,3.95,151,37.75,73
1,5,23,0,269,1,15,3,3,3.95,151,37.75,73
1,5,23,0,521,1,0,2,2,3.95,151,37.75,73
1,5,39,0,96,1,0,4,4,3.95,151,37.75,73
1,5,53,0,615,1,0,1,1,3.95,151,37.75,73
1,5,59,0,486,1,0,3,3,3.95,151,37.75,73
1,5,64,0,634,1,0,3,3,3.95,151,37.75,73
1,6,21,1,157,1,2,2,2,3.95,151,37.75,73
1,6,21,0,108,1,2,2,2,3.95,151,37.75,73
1,6,21,0,10,1,0,2,2,3.95,151,37.75,73
1,6,64,3,203,1,0,1,1,3.95,151,37.75,73
1,0,21,0,181,1,0,2,2,3.95,151,37.75,73
1,0,21,0,94,1,0,2,2,3.95,151,37.75,73
1,0,21,0,339,1,5,2,2,3.95,151,37.75,73
1,0,21,0,166,1,15,2,2,3.95,151,37.75,73
1,5,9,3,429,1,2,3,3,3.95,151,37.75,73
1,5,9,3,325,1,0,3,3,3.95,151,37.75,73
1,5,9,3,59,1,0,3,3,3.95,151,37.75,73
1,5,9,3,111,1,2,3,3,3.95,151,37.75,73
1,6,0,3,364,1,17,3,0,3.95,151,37.75,73
1,6,9,3,375,1,0,3,3,3.95,151,37.75,73
1,6,9,3,368,1,2,3,3,3.95,151,37.75,73
1,6,9,3,246,1,4,3,3,3.95,151,37.75,73
1,6,0,3,364,1,0,3,3,3.95,151,37.75,73
1,0,9,3,367,1,17,3,0,3.95,151,37.75,73
1,0,20,3,366,1,17,3,0,3.95,151,37.75,73
1,0,0,0,459,1,7,3,3,3.02,127,31.75,59
1,0,9,0,225,1,9,3,3,3.02,127,31.75,59
1,0,14,0,74,1,15,0,0,3.02,127,31.75,59
1,0,28,3,176,1,15,1,1,3.02,127,31.75,59
1,0,36,0,252,1,10,3,3,3.02,127,31.75,59
1,0,53,0,616,1,0,1,1,3.02,127,31.75,59
1,0,64,0,41,1,16,2,2,3.02,127,31.75,59
1,5,0,0,460,1,7,3,3,3.02,127,31.75,59
1,5,14,0,74,1,15,0,0,3.02,127,31.75,59
1,5,20,0,346,1,4,3,3,3.02,127,31.75,59
1,5,36,0,252,1,9,3,3,3.02,127,31.75,59
1,5,39,0,96,1,8,4,4,3.02,127,31.75,59
1,5,53,0,616,1,0,1,1,3.02,127,31.75,59
1,5,64,0,144,1,0,3,3,3.02,127,31.75,59
1,0,8,0,138,1,0,3,3,3.02,127,31.75,59
1,0,13,0,628,1,0,2,2,3.02,127,31.75,59
1,0,14,0,74,1,15,0,0,3.02,127,31.75,59
1,0,20,0,385,1,2,3,3,3.02,127,31.75,59
1,0,46,0,372,1,4,3,3,3.02,127,31.75,59
1,0,53,0,616,1,0,1,1,3.02,127,31.75,59
1,0,64,0,144,1,2,3,3,3.02,127,31.75,59
1,5,6,0,466,1,8,3,3,3.02,127,31.75,59
1,5,6,0,467,1,2,1,1,3.02,127,31.75,59
1,5,8,0,138,1,0,3,3,3.02,127,31.75,59
1,5,9,3,469,1,8,3,3,3.02,127,31.75,59
1,5,14,0,74,1,13,0,0,3.02,127,31.75,59
1,5,36,0,251,1,6,3,3,3.02,127,31.75,59
1,5,36,0,519,1,0,2,2,3.02,127,31.75,59
1,5,53,0,616,1,0,1,1,3.02,127,31.75,59
1,0,0,0,264,1,9,3,3,3.02,127,31.75,59
1,0,0,0,2,1,6,3,3,3.02,127,31.75,59
1,0,9,0,354,1,4,3,3,3.02,127,31.75,59
1,0,14,0,74,1,13,0,0,3.02,127,31.75,59
1,0,15,0,277,1,5,3,3,3.02,127,31.75,59
1,0,39,0,32,1,8,3,3,3.02,127,31.75,59
1,0,53,0,616,1,0,1,1,3.02,127,31.75,59
1,5,8,0,75,1,9,2,2,3.02,127,31.75,59
1,5,9,0,423,1,6,3,3,3.02,127,31.75,59
1,5,9,0,367,1,2,3,3,3.02,127,31.75,59
1,5,14,0,74,1,13,0,0,3.02,127,31.75,59
1,5,14,0,24,1,0,2,2,3.02,127,31.75,59
1,5,53,0,616,1,0,1,1,3.02,127,31.75,59
1,5,55,0,152,1,13,3,0,3.02,127,31.75,59
1,5,64,0,634,1,0,3,3,3.02,127,31.75,59
1,0,8,0,603,1,4,3,3,3.02,127,31.75,59
1,0,9,0,269,1,15,3,3,3.02,127,31.75,59
1,0,14,0,74,1,13,0,0,3.02,127,31.75,59
1,0,46,3,56,1,2,3,3,3.02,127,31.75,59
1,0,46,3,506,1,2,3,3,3.02,127,31.75,59
1,0,55,3,152,1,5,3,3,3.02,127,31.75,59
1,0,63,0,178,1,4,3,3,3.02,127,31.75,59
1,5,8,0,335,1,4,2,2,3.02,127,31.75,59
1,5,9,3,246,1,5,3,3,3.02,127,31.75,59
1,5,9,0,334,1,4,3,3,3.02,127,31.75,59
1,5,9,0,199,1,5,3,3,3.02,127,31.75,59
1,5,9,0,67,1,6,3,3,3.02,127,31.75,59
1,5,14,0,74,1,13,0,0,3.02,127,31.75,59
1,5,46,3,125,1,2,3,3,3.02,127,31.75,59
1,5,53,0,616,1,0,1,1,3.02,127,31.75,59
0,0,7,0,138,1,0,3,3,3.55,124,31,61
0,0,7,3,492,1,2,1,1,3.55,124,31,61
0,0,14,0,74,1,15,0,0,3.55,124,31,61
0,0,28,3,176,1,15,1,1,3.55,124,31,61
0,0,35,0,231,1,6,3,3,3.55,124,31,61
0,0,39,0,455,1,17,4,0,3.55,124,31,61
0,0,53,0,611,1,0,1,1,3.55,124,31,61
0,0,64,0,144,1,4,3,3,3.55,124,31,61
0,5,6,0,466,1,4,3,3,3.55,124,31,61
0,5,6,0,467,1,0,1,1,3.55,124,31,61
0,5,13,0,628,1,4,2,2,3.55,124,31,61
0,5,14,0,74,1,15,0,0,3.55,124,31,61
0,5,15,0,488,1,0,3,3,3.55,124,31,61
0,5,20,0,346,1,0,3,3,3.55,124,31,61
0,5,53,0,611,1,0,1,1,3.55,124,31,61
0,5,64,0,144,1,6,3,3,3.55,124,31,61
0,0,0,0,459,1,0,3,3,3.55,124,31,61
0,0,8,0,504,1,11,3,3,3.55,124,31,61
0,0,9,0,225,1,5,3,3,3.55,124,31,61
0,0,9,0,471,1,5,3,3,3.55,124,31,61
0,0,14,0,74,1,13,0,0,3.55,124,31,61
0,0,20,0,385,1,4,3,3,3.55,124,31,61
0,0,53,0,611,1,0,1,1,3.55,124,31,61
0,5,0,0,460,1,0,3,3,3.55,124,31,61
0,5,9,3,246,1,6,3,3,3.55,124,31,61
0,5,9,0,334,1,0,3,3,3.55,124,31,61
0,5,14,0,74,1,13,0,0,3.55,124,31,61
0,5,14,0,24,1,0,2,2,3.55,124,31,61
0,5,31,0,573,1,8,1,1,3.55,124,31,61
0,5,53,0,611,1,0,1,1,3.55,124,31,61
0,6,36,0,557,1,0,3,3,3.55,124,31,61
0,6,36,0,556,1,7,3,3,3.55,124,31,61
0,0,8,0,138,1,2,3,3,3.55,124,31,61
0,0,14,0,74,1,13,0,0,3.55,124,31,61
0,0,36,0,251,1,15,3,3,3.55,124,31,61
0,0,36,0,517,1,4,2,2,3.55,124,31,61
0,0,39,0,96,1,0,4,4,3.55,124,31,61
0,0,46,0,372,1,2,3,3,3.55,124,31,61
0,0,53,0,611,1,0,1,1,3.55,124,31,61
0,5,9,0,367,1,2,3,3,3.55,124,31,61
0,5,14,0,74,1,15,0,0,3.55,124,31,61
0,5,39,0,32,1,0,3,3,3.55,124,31,61
0,5,46,3,506,1,2,3,3,3.55,124,31,61
0,5,53,0,611,1,0,1,1,3.55,124,31,61
0,5,55,0,152,1,17,3,0,3.55,124,31,61
0,5,64,0,634,1,2,3,3,3.55,124,31,61
0,0,8,0,83,1,0,2,2,3.55,124,31,61
0,0,9,0,209,1,0,3,3,3.55,124,31,61
0,0,9,0,269,1,15,3,3,3.55,124,31,61
0,0,14,0,74,1,15,0,0,3.55,124,31,61
0,0,46,3,56,1,0,3,3,3.55,124,31,61
0,0,53,0,611,1,0,1,1,3.55,124,31,61
0,0,55,3,152,1,15,3,3,3.55,124,31,61
0,0,60,3,558,1,0,1,1,3.55,124,31,61
0,5,8,0,230,1,0,3,3,3.55,124,31,61
0,5,9,0,199,1,2,3,3,3.55,124,31,61
0,5,9,0,67,1,0,3,3,3.55,124,31,61
0,5,14,0,74,1,13,0,0,3.55,124,31,61
0,5,46,3,109,1,0,3,3,3.55,124,31,61
0,5,46,3,125,1,0,3,3,3.55,124,31,61
0,5,53,0,611,1,0,1,1,3.55,124,31,61
0,0,8,3,138,1,0,3,3,3.69,214,53.5,76
0,0,8,3,138,1,0,3,3,3.69,214,53.5,76
0,0,36,3,182,1,0,3,3,3.69,214,53.5,76
0,0,36,3,182,1,0,3,3,3.69,214,53.5,76
0,0,39,3,298,1,5,3,3,3.69,214,53.5,76
0,0,39,3,298,1,5,3,3,3.69,214,53.5,76
0,0,64,3,144,1,0,3,3,3.69,214,53.5,76
0,0,64,3,144,1,0,3,3,3.69,214,53.5,76
0,5,0,3,459,1,2,3,3,3.69,214,53.5,76
0,5,0,3,459,1,2,3,3,3.69,214,53.5,76
0,5,0,3,460,1,7,3,3,3.69,214,53.5,76
0,5,0,3,460,1,7,3,3,3.69,214,53.5,76
0,5,8,3,138,1,0,3,3,3.69,214,53.5,76
0,5,8,3,138,1,0,3,3,3.69,214,53.5,76
0,5,55,3,152,1,0,3,3,3.69,214,53.5,76
0,5,55,3,152,1,0,3,3,3.69,214,53.5,76
0,6,9,3,469,1,8,3,3,3.69,214,53.5,76
0,6,9,3,469,1,8,3,3,3.69,214,53.5,76
0,6,20,3,346,1,5,3,3,3.69,214,53.5,76
0,6,20,3,346,1,5,3,3,3.69,214,53.5,76
0,6,35,3,542,1,0,3,3,3.69,214,53.5,76
0,6,35,3,542,1,0,3,3,3.69,214,53.5,76
0,6,35,3,498,1,0,1,1,3.69,214,53.5,76
0,6,35,3,498,1,0,1,1,3.69,214,53.5,76
0,6,64,3,634,1,0,3,3,3.69,214,53.5,76
0,6,64,3,634,1,0,3,3,3.69,214,53.5,76
0,0,9,3,199,1,2,3,3,3.69,214,53.5,76
0,0,9,3,199,1,2,3,3,3.69,214,53.5,76
0,0,20,3,385,1,2,3,3,3.69,214,53.5,76
0,0,20,3,385,1,2,3,3,3.69,214,53.5,76
0,0,46,3,374,1,0,3,3,3.69,214,53.5,76
0,0,46,3,374,1,0,3,3,3.69,214,53.5,76
0,0,46,3,56,1,0,3,3,3.69,214,53.5,76
0,0,46,3,56,1,0,3,3,3.69,214,53.5,76
0,5,6,3,242,1,0,3,3,3.69,214,53.5,76
0,5,6,3,242,1,0,3,3,3.69,214,53.5,76
0,5,6,3,243,1,0,1,1,3.69,214,53.5,76
0,5,6,3,243,1,0,1,1,3.69,214,53.5,76
0,5,9,3,246,1,2,3,3,3.69,214,53.5,76
0,5,9,3,246,1,2,3,3,3.69,214,53.5,76
0,5,23,3,307,1,0,3,3,3.69,214,53.5,76
0,5,23,3,307,1,0,3,3,3.69,214,53.5,76
0,5,39,3,563,1,0,3,3,3.69,214,53.5,76
0,5,39,3,563,1,0,3,3,3.69,214,53.5,76
0,5,46,3,125,1,2,3,3,3.69,214,53.5,76
0,5,46,3,125,1,2,3,3,3.69,214,53.5,76
0,6,9,3,367,1,2,3,3,3.69,214,53.5,76
0,6,9,3,367,1,2,3,3,3.69,214,53.5,76
0,6,9,3,66,1,2,3,3,3.69,214,53.5,76
0,6,9,3,66,1,2,3,3,3.69,214,53.5,76
0,0,9,3,367,1,0,3,3,3.69,214,53.5,76
0,0,9,3,367,1,0,3,3,3.69,214,53.5,76
0,0,9,3,422,1,5,3,3,3.69,214,53.5,76
0,0,9,3,422,1,5,3,3,3.69,214,53.5,76
0,0,9,3,568,1,5,3,3,3.69,214,53.5,76
0,0,9,3,568,1,5,3,3,3.69,214,53.5,76
0,0,20,3,366,1,2,3,3,3.69,214,53.5,76
0,0,20,3,366,1,2,3,3,3.69,214,53.5,76
0,5,9,3,429,1,2,3,3,3.69,214,53.5,76
0,5,9,3,429,1,2,3,3,3.69,214,53.5,76
0,5,9,3,325,1,0,3,3,3.69,214,53.5,76
0,5,9,3,325,1,0,3,3,3.69,214,53.5,76
0,5,9,3,59,1,0,3,3,3.69,214,53.5,76
0,5,9,3,59,1,0,3,3,3.69,214,53.5,76
0,5,9,3,111,1,2,3,3,3.69,214,53.5,76
0,5,9,3,111,1,2,3,3,3.69,214,53.5,76
0,6,0,3,364,1,4,3,3,3.69,214,53.5,76
0,6,0,3,364,1,4,3,3,3.69,214,53.5,76
0,6,9,3,375,1,4,3,3,3.69,214,53.5,76
0,6,9,3,375,1,4,3,3,3.69,214,53.5,76
0,6,9,3,368,1,4,3,3,3.69,214,53.5,76
0,6,9,3,368,1,4,3,3,3.69,214,53.5,76
0,6,9,3,246,1,5,3,3,3.69,214,53.5,76
0,6,9,3,246,1,5,3,3,3.69,214,53.5,76
0,6,9,3,63,1,15,0,0,3.69,214,53.5,76
0,6,9,3,63,1,15,0,0,3.69,214,53.5,76
1,0,8,0,594,1,15,2,2,3.67,128,32,64
1,0,8,0,594,1,15,2,2,3.67,128,32,64
1,0,9,0,471,1,2,3,3,3.67,128,32,64
1,0,9,0,471,1,2,3,3,3.67,128,32,64
1,0,14,0,74,1,15,0,0,3.67,128,32,64
1,0,14,0,74,1,15,0,0,3.67,128,32,64
1,0,20,0,385,1,4,3,3,3.67,128,32,64
1,0,20,0,385,1,4,3,3,3.67,128,32,64
1,0,53,0,611,1,0,1,1,3.67,128,32,64
1,0,53,0,611,1,0,1,1,3.67,128,32,64
1,0,55,0,152,1,8,3,3,3.67,128,32,64
1,0,55,0,152,1,8,3,3,3.67,128,32,64
1,0,64,3,634,1,2,3,3,3.67,128,32,64
1,0,64,3,634,1,2,3,3,3.67,128,32,64
1,5,8,0,138,1,2,3,3,3.67,128,32,64
1,5,8,0,138,1,2,3,3,3.67,128,32,64
1,5,9,0,334,1,2,3,3,3.67,128,32,64
1,5,9,0,334,1,2,3,3,3.67,128,32,64
1,5,9,0,199,1,2,3,3,3.67,128,32,64
1,5,9,0,199,1,2,3,3,3.67,128,32,64
1,5,14,0,74,1,15,0,0,3.67,128,32,64
1,5,14,0,74,1,15,0,0,3.67,128,32,64
1,5,14,0,24,1,0,2,2,3.67,128,32,64
1,5,14,0,24,1,0,2,2,3.67,128,32,64
1,5,20,0,346,1,2,3,3,3.67,128,32,64
1,5,20,0,346,1,2,3,3,3.67,128,32,64
1,5,53,0,611,1,0,1,1,3.67,128,32,64
1,5,53,0,611,1,0,1,1,3.67,128,32,64
1,0,8,0,138,1,2,3,3,3.67,128,32,64
1,0,8,0,138,1,2,3,3,3.67,128,32,64
1,0,9,1,246,1,0,3,3,3.67,128,32,64
1,0,9,1,246,1,0,3,3,3.67,128,32,64
1,0,14,0,74,1,15,0,0,3.67,128,32,64
1,0,14,0,74,1,15,0,0,3.67,128,32,64
1,0,46,0,372,1,2,3,3,3.67,128,32,64
1,0,46,0,372,1,2,3,3,3.67,128,32,64
1,0,46,3,506,1,2,3,3,3.67,128,32,64
1,0,46,3,506,1,2,3,3,3.67,128,32,64
1,0,46,3,125,1,0,3,3,3.67,128,32,64
1,0,46,3,125,1,0,3,3,3.67,128,32,64
1,0,53,0,611,1,0,1,1,3.67,128,32,64
1,0,53,0,611,1,0,1,1,3.67,128,32,64
1,5,9,0,367,1,2,3,3,3.67,128,32,64
1,5,9,0,367,1,2,3,3,3.67,128,32,64
1,5,9,0,269,1,15,3,3,3.67,128,32,64
1,5,9,0,269,1,15,3,3,3.67,128,32,64
1,5,9,0,67,1,0,3,3,3.67,128,32,64
1,5,9,0,67,1,0,3,3,3.67,128,32,64
1,5,9,2,568,1,0,3,3,3.67,128,32,64
1,5,9,2,568,1,0,3,3,3.67,128,32,64
1,5,14,0,74,1,15,0,0,3.67,128,32,64
1,5,14,0,74,1,15,0,0,3.67,128,32,64
1,5,46,3,109,1,0,3,3,3.67,128,32,64
1,5,46,3,109,1,0,3,3,3.67,128,32,64
1,5,46,0,553,1,2,3,3,3.67,128,32,64
1,5,46,0,553,1,2,3,3,3.67,128,32,64
